0.31584,2.9791,3.5939,0.86551,0.23601
5.0723,3.9478,0.49739,2.1833,0.67995
2.404,0.30985,3.714,5.2767,1.2326
5.986,0.14991,2.8852,4.8133,4.8488
0.26848,5.3573,5.7373,5.6734,5.4562
1.5668,3.6589,1.4485,4.1018,5.4777
2.3153,1.7226,0.22985,5.5417,5.3985
3.0008,5.1098,1.3357,1.4566,0.075659
4.9139,1.3083,4.3397,4.1284,5.313
4.5687,2.5376,4.6546,4.5259,3.7456
2.5374,3.6918,5.385,5.4043,5.6274
4.6869,5.1667,1.2854,1.3355,3.0044
5.4403,4.2729,4.6248,4.6089,1.5448
1.3931,3.9155,2.3677,0.71862,3.7351
2.2801,0.47786,0.077634,1.8689,2.6246
2.5421,5.4895,2.7243,2.3045,1.9285
0.83066,2.6658,2.172,4.8486,2.4781
2.1451,3.1641,3.76,3.6446,5.3502
5.8591,1.9213,1.553,1.8142,2.8185
5.5592,4.541,0.99035,1.0704,4.4123
3.4914,2.095,3.6667,2.6914,2.8853
3.6402,3.5075,4.6835,4.7426,0.025759
3.0667,5.1977,1.3525,4.7257,5.9029
5.5261,2.3826,2.6621,1.6278,0.33826
4.1693,0.84114,4.3613,0.88192,0.19709
2.4895,2.9934,0.45176,1.1822,3.1318
3.0169,3.0609,2.9331,2.3201,4.0878
2.2515,5.1011,2.3021,4.3273,5.9781
1.2444,0.65219,0.9781,2.7428,1.1962
3.667,0.77294,2.0397,5.2834,3.649
1.0514,2.348,1.1737,5.9546,1.1059
2.7373,4.0606,5.1762,5.1376,0.35443
4.8822,1.8924,5.4,5.6748,2.7003
1.3514,1.5297,0.026622,1.8214,5.5915
4.5772,5.0319,2.9415,3.0547,0.6868
4.9326,5.0663,3.2294,0.84053,1.8441
4.9557,0.97356,2.3838,1.1078,3.0087
4.6136,3.8491,4.103,1.9821,2.3977
4.3095,1.3782,5.5896,4.8312,5.0157
2.5696,1.4258,2.43,2.1729,0.66199
0.87233,5.4174,0.27626,3.4146,2.6041
4.5178,1.7959,3.5956,5.0397,5.9819
5.6484,2.6609,2.359,5.8798,4.4805
5.5175,5.8871,0.46368,4.2196,0.36192
5.7486,5.9617,0.35321,5.5464,2.3844
4.9125,4.2276,2.6409,4.2062,0.989
0.79663,4.5082,1.4379,2.3121,2.9978
2.1004,3.4995,2.8689,3.3142,3.8874
0.14444,1.3879,0.059436,5.5052,5.1554
3.0742,4.8817,3.6153,5.4026,4.1086
4.8805,3.5693,0.27558,5.7451,0.40828
3.2008,0.95553,5.196,0.81294,0.80692
3.4281,2.5429,3.4745,4.3955,4.8857
1.896,1.5183,1.2543,1.7533,0.62789
2.5785,5.4707,5.4013,5.4028,1.1193
1.6305,3.5748,3.6395,0.5202,0.57203
2.6033,3.6864,2.0258,5.9332,3.8776
0.78269,5.9836,3.2488,5.8403,5.7471
1.6885,3.8871,1.3029,5.9679,1.7737
3.6176,3.9533,3.1664,0.96389,0.18097
0.35376,3.9224,4.6339,0.030631,4.7402
2.6928,0.67092,3.7248,5.9577,4.6361
4.6271,2.3478,1.0942,3.207,2.1597
0.50097,2.3728,1.9828,1.9951,0.34775
5.7573,4.8952,5.5775,0.87318,4.1742
4.2743,3.0875,3.4409,4.5342,5.7641
2.2573,5.9311,5.9708,5.9209,2.365
5.8658,2.8984,5.0843,5.9378,3.8679
4.1451,4.1335,2.6846,2.0473,3.1021
0.78243,1.2147,1.2779,4.5661,1.8527
0.26067,3.2325,1.0719,2.5452,4.1059
3.8464,4.0285,2.1281,0.90203,2.2818
0.86284,3.6239,5.1612,4.0109,5.1522
3.0911,4.9098,5.1759,3.4487,5.6823
1.4214,2.3669,4.9255,3.6697,0.86563
2.0582,4.1069,4.0852,2.5036,1.2407
0.27453,3.0914,5.636,5.0778,2.9069
3.4462,5.8316,2.3068,1.5127,4.6202
1.0069,2.0956,4.161,4.915,5.7437
0.1437,2.2655,5.8566,3.8369,5.5993
5.9258,3.1029,1.2282,1.9274,3.8723
1.3889,1.6366,1.7073,1.5208,3.7188
5.2448,0.3244,3.8923,0.45376,0.39268
2.7487,2.2288,5.1589,1.7785,1.8518
3.7306,2.462,1.2549,1.1683,3.7296
0.4803,5.4969,4.1332,4.8724,0.18771
0.26026,0.40615,5.134,4.0368,3.2432
2.1922,1.383,4.0057,5.4034,5.6989
1.0883,3.2239,2.3307,1.4212,0.13102
3.0172,0.15275,2.6785,1.2564,0.39149
1.8159,3.5425,4.1431,5.9411,1.0946
4.3609,0.46419,4.0282,4.9891,0.93666
1.588,4.5654,5.7784,0.38553,4.7711
4.9105,4.3929,4.9734,0.53149,1.2397
3.294,0.10265,2.3485,1.1096,0.47573
2.8548,5.6217,4.0818,3.4223,5.5523
4.635,0.084933,1.8995,2.0483,3.4417
1.5275,1.0357,0.46036,1.2027,0.98846
0.022338,1.9197,1.6046,2.0832,5.2622
4.3316,3.4955,3.6536,0.40819,4.1693
1.8741,5.6525,4.7683,3.2512,0.11287
0.089203,3.9717,3.0532,0.69302,2.1824
1.4681,3.8062,4.0488,2.3354,5.9156
3.2237,4.4342,4.0804,3.4226,0.92347
1.9451,1.8594,0.20677,0.053399,0.24835
3.8318,4.4307,4.1362,2.2964,1.0899
2.2001,5.1614,5.5853,1.4407,2.4277
2.7689,1.4195,1.2667,0.96896,4.9417
3.7847,2.6894,3.3335,4.5112,2.9179
0.68855,5.7806,0.6449,2.692,0.60057
1.3569,4.3212,1.8348,4.3313,0.31105
3.317,0.44852,2.684,5.2833,3.2169
3.3769,4.2943,2.1227,4.649,0.16997
1.2637,1.3416,0.39218,5.625,4.0966
5.6275,0.86267,4.0967,0.3608,1.0122
5.7304,4.5097,5.0065,4.6064,1.4856
1.3138,3.5717,0.51091,1.6739,3.4446
0.98104,0.33602,1.1741,4.0546,4.8118
2.6177,0.77499,3.2817,0.10365,1.5229
5.3289,1.4422,1.8207,4.7865,0.57013
3.5614,4.9294,5.1862,5.9328,2.7455
4.9157,2.8321,2.8403,1.8222,4.361
1.0836,3.7332,4.9476,3.6993,1.1272
3.2533,1.8977,1.049,3.974,3.1705
0.68788,2.937,3.0551,0.11463,4.8957
1.2814,2.0815,3.5178,0.58156,1.9244
3.4414,0.56858,3.9913,5.3498,3.6685
1.2247,0.51361,3.6693,1.8282,2.1295
5.7502,1.9956,1.5488,1.3068,4.2015
2.2986,2.2495,3.3688,5.5188,1.4691
2.7161,3.9569,5.6953,1.1843,2.2772
3.9635,3.0937,0.68191,4.6337,1.9693
1.5471,2.9936,1.3813,4.111,1.0537
0.46041,5.815,1.1647,1.9958,0.24599
4.2495,4.6222,0.16288,1.9361,0.52409
2.5453,5.5441,1.0002,2.8045,1.6559
3.4138,2.3025,3.6403,4.0656,2.4291
3.4319,2.5867,0.8695,0.70394,1.4948
2.8249,4.3319,1.2636,4.8705,5.8916
1.2432,5.6498,0.73419,3.7397,3.3787
5.6311,4.6355,2.1296,0.46978,2.8404
0.21905,5.8103,0.58376,3.7047,2.0768
4.2658,2.8855,0.962,1.2057,4.261
1.6691,5.2205,0.81226,4.3591,0.39168
2.1997,0.32522,2.9677,5.9469,2.8979
4.3831,5.4456,3.3206,5.1993,3.923
1.9135,5.5815,4.5493,4.7426,2.9895
0.95954,1.5364,5.6423,0.74554,0.16444
2.5597,3.4663,3.0887,2.463,5.3155
3.6602,1.9441,1.6825,1.3047,1.7157
2.603,0.17516,5.6942,3.9779,3.4751
3.1306,0.067994,3.6681,1.3427,0.66977
5.5872,4.5841,4.5823,4.4452,5.4357
5.4157,0.14551,5.0274,0.49046,0.21128
3.2348,3.5252,0.96849,4.8116,4.3605
0.66491,4.699,3.0768,1.807,5.0138
5.0456,3.4566,0.80828,0.96268,5.8089
3.1743,4.5932,2.3328,0.25182,1.0241
4.8739,1.2476,2.973,1.0449,2.6647
2.1501,5.3201,4.3582,0.7976,2.2263
3.1175,2.029,1.7967,5.6251,0.26678
3.9112,0.87266,5.9264,1.2945,2.0307
1.8356,5.2411,3.7861,0.60587,3.6753
2.508,4.8853,4.7148,2.1718,4.9537
4.0854,2.5683,1.8462,2.5626,0.049218
4.5294,0.28876,3.9744,5.6171,4.3038
5.1711,1.7884,3.3051,2.2006,3.9706
5.6256,3.843,0.40718,1.6259,5.6742
0.96818,4.3867,2.8037,2.7886,5.0094
1.3398,2.7523,5.9573,3.4723,3.4318
3.5536,1.5634,4.5094,5.1421,0.53828
5.1567,4.1184,3.3774,3.3604,0.39839
5.9318,0.88408,4.6713,1.3233,5.7921
1.3879,3.4838,3.6253,4.1092,4.0448
1.7157,1.6345,2.0402,0.065816,0.73232
5.2572,4.5647,3.0414,3.2468,4.0891
4.3492,5.2139,1.095,3.2031,1.0063
2.5637,5.2662,0.71655,4.9834,1.5518
5.3789,2.6605,3.8003,0.78171,4.5532
5.067,3.1305,5.205,4.9198,4.9813
2.5548,5.3208,2.2245,1.1664,2.2501
1.0408,3.2623,0.047135,5.6704,4.2511
4.9226,3.6135,3.1613,4.6325,5.1666
4.7369,2.5928,5.7398,2.7736,0.2538
4.9659,5.1959,0.74057,0.45991,1.3619
0.95339,3.8023,0.40847,0.96252,3.0307
2.5247,5.1443,2.2828,4.1328,2.2205
5.6584,2.4742,0.34865,1.4436,3.3063
0.20383,5.5116,5.1541,3.5014,3.1113
2.6609,1.4984,1.7721,1.1572,1.6196
4.4783,3.4795,2.2213,4.4161,3.3724
3.8376,5.4119,2.159,0.96229,2.9549
1.5556,5.7585,4.7084,0.58506,3.0168
2.6633,5.2184,3.4766,4.4555,0.6813
4.1686,2.8131,4.6865,3.9599,5.4403
0.18143,3.1666,2.1903,2.8301,4.5482
5.2827,1.2056,2.6935,1.2079,1.5407
5.977,5.0945,2.2391,4.8677,1.6657
5.3173,0.56108,2.2282,2.1792,1.7176
0.05714,4.1949,2.7986,0.6709,4.8704
4.5533,3.0072,2.612,3.5888,1.1272
2.1867,2.8651,1.7834,5.9863,5.0973
4.89,5.1066,1.2443,3.1219,4.7334
5.7884,2.4328,5.9091,3.27,2.47
5.4928,2.1592,2.163,2.0925,4.5884
5.8462,0.0015171,5.4944,3.0382,0.32857
2.3111,3.2819,0.51031,1.5237,5.2822
1.3344,0.73769,2.5152,5.4637,1.781
1.8524,5.2271,5.9198,0.64947,4.6938
2.0608,2.1186,4.1414,3.7864,2.7813
5.3707,0.8947,5.4664,4.6143,2.3011
1.1054,3.6364,0.89575,3.7146,3.8737
1.8847,4.4751,5.789,5.6238,3.302
2.069,1.631,2.2065,0.87592,5.4843
1.88,1.608,3.2279,2.4877,4.6448
1.8584,1.8854,1.7343,0.066588,0.84602
3.2104,0.45698,3.1771,2.6825,1.1835
4.9471,1.5121,3.1839,0.089672,4.7003
5.2207,0.48846,1.9861,1.9182,3.5133
5.3646,4.6122,5.9877,0.73959,1.6348
5.4486,2.7828,5.0472,4.8271,1.6621
0.41908,0.65007,5.9562,1.7479,0.22632
3.0152,4.2229,0.039753,5.3083,5.7631
5.1624,5.0251,5.7672,3.6798,1.5215
2.4091,4.1548,0.68171,3.2867,5.6245
2.7006,0.37818,0.22322,0.15178,0.06045
0.13042,3.361,4.0239,5.1293,2.8592
0.25068,2.4742,0.66781,4.9221,0.32691
4.3068,1.3866,4.1248,0.74679,1.1492
3.3257,0.8215,1.2198,2.4533,1.3329
3.7317,4.7407,0.90217,4.2496,3.4755
2.0648,0.70016,1.8799,3.4882,4.626
3.6147,0.98115,3.2457,5.6892,0.61368
2.592,0.60107,3.4084,4.1786,3.0763
5.6783,3.5838,3.9037,0.55391,0.7536
3.4561,1.4796,0.00045446,1.8761,4.6867
4.2256,5.4126,1.8968,2.7528,2.9604
1.305,3.2918,5.922,2.8045,3.7037
3.7935,0.8788,4.8975,3.6649,2.7747
0.068469,2.0478,0.29597,5.1788,3.1149
5.2788,0.24658,5.1766,1.7951,2.0113
3.4799,5.9591,3.6979,1.6792,5.7108
5.3756,3.6423,5.4479,0.74228,0.22157
3.7433,2.8157,3.6514,5.4708,5.3687
3.2309,5.3042,2.605,1.7594,2.9929
0.41667,1.7982,3.1739,3.6955,4.8577
2.9391,0.60193,1.768,4.3765,4.8684
0.62515,1.3696,2.5701,5.264,2.9648
2.2855,5.7533,0.78219,5.9589,4.5085
3.2308,4.7759,4.931,1.9893,5.3701
1.9425,4.4856,4.5692,2.2305,4.5966
0.5105,3.6986,5.8738,5.5835,5.135
3.5176,5.2662,5.9494,3.7446,3.921
5.6807,1.199,4.7447,2.251,0.45209
1.9871,3.6318,2.0525,2.369,2.395
1.1164,5.0052,4.2671,5.4164,3.8664
0.83985,5.5677,5.5264,1.9656,3.167
2.1043,4.2908,3.9446,1.3409,5.2156
0.20221,4.6448,3.928,4.5607,2.6769
2.5034,5.3433,4.4562,1.9093,5.3448
1.908,5.8259,1.0344,0.75257,1.039
0.42578,5.4182,0.67553,0.98375,2.559
2.1358,5.3467,1.335,5.012,0.76935
0.32446,2.3508,3.6133,2.8594,0.31488
3.3785,5.029,4.2783,4.4387,5.9524
3.583,1.5828,1.5134,3.4258,1.4452
1.6599,1.9287,4.5395,3.7011,0.63986
3.4858,3.7468,3.0665,5.6643,0.35162
3.8069,3.86,1.0778,2.2504,4.7714
3.4987,3.6612,2.0747,3.7544,1.1338
2.8972,1.0014,4.5659,3.0903,3.4784
3.2822,5.9361,2.7133,2.849,1.882
4.2498,1.4256,5.3733,2.1187,0.43009
4.7202,3.6346,3.8737,2.1622,3.6119
0.8364,0.29061,2.8742,5.8032,4.0955
5.4586,1.1537,1.2904,1.8203,5.1927
3.1991,3.8105,5.8626,0.96902,0.080979
4.668,2.9279,5.6177,0.80389,5.2281
0.18002,5.606,4.2609,0.4404,1.5775
0.31391,3.5522,4.2234,3.5546,0.31929
2.9087,2.7228,1.713,4.6567,3.2093
4.7767,4.8408,5.0487,2.4532,1.112
0.096913,4.1142,0.83263,0.23916,1.7329
4.9913,5.703,2.6005,0.95029,2.2222
2.6046,5.8096,2.1222,4.9959,5.4484
1.7739,5.1808,3.5864,5.8406,4.2584
1.943,0.89748,3.6009,2.0005,1.6657
0.86528,5.3594,5.0728,5.8102,0.14041
2.7029,1.7115,5.4014,5.1419,0.53771
3.7146,5.3881,3.4041,3.4893,3.1598
3.194,2.8152,2.8102,0.22172,0.83839
5.4476,4.4576,0.6504,3.6015,4.6625
4.7357,5.5562,1.0513,4.8839,0.68783
5.4777,1.6916,1.7757,2.3652,1.3991
1.3536,1.2849,3.4962,3.0911,1.1749
0.76466,1.2515,2.479,3.7696,3.3272
5.6582,1.5272,5.5096,3.1659,1.2748
5.6895,2.3951,5.312,3.437,4.5698
3.1118,0.88573,4.1222,1.4281,3.4733
2.3125,4.3003,0.16485,5.8381,2.2255
4.7549,5.2914,5.3253,0.42917,5.3338
2.4784,2.6289,4.238,1.6972,4.9765
1.8324,2.5923,1.0114,0.95144,5.1993
3.6387,2.7855,3.6263,4.3947,3.476
4.3397,2.407,5.9699,2.8182,1.2791
3.6951,2.5671,3.6758,1.0549,0.6806
0.34825,3.9299,5.0491,3.1648,1.2044
4.9241,5.5859,4.2755,4.6394,5.2155
1.0498,4.1159,3.9256,0.88617,2.0735
3.4887,0.017412,2.3232,5.4459,5.281
5.8101,4.0675,5.5527,4.9622,3.623
5.7735,4.5732,3.1189,3.0835,5.364
3.1286,5.976,4.8711,2.5491,5.1937
4.3287,4.9667,2.2546,5.6405,5.9518
3.894,0.51055,2.9029,0.20662,0.50094
3.6842,4.4247,2.592,5.7037,0.36692
4.1952,2.2096,0.57388,0.15139,2.4546
3.7748,4.9802,2.3314,2.4831,0.91926
1.9831,4.6736,5.749,4.9801,2.1845
0.078333,2.975,3.4183,3.142,1.837
0.82572,3.1353,0.59802,4.7136,4.9755
3.5714,0.27333,2.9013,2.7865,2.5543
2.4768,2.5509,2.2285,3.1873,2.7384
1.1199,3.5057,3.5645,1.7407,0.16936
1.7567,4.2019,4.1743,1.8774,2.3535
4.2977,0.53685,4.0442,3.3783,3.4281
4.6703,1.4415,4.7424,4.7175,3.0681
1.1806,4.1941,5.5332,2.9469,5.2751
5.0248,1.1477,1.9756,0.22961,4.2288
3.5136,1.3372,3.3098,0.46024,5.7586
2.351,0.80488,5.6245,2.4583,2.5846
3.836,5.4206,3.8737,5.8714,1.4107
4.9944,0.68084,4.262,1.3106,1.1779
2.4611,2.8514,1.4169,0.52303,0.66057
4.059,3.6547,3.5822,3.9371,5.0891
0.77837,3.7303,0.94414,2.8445,4.4566
5.5016,5.8698,4.3695,4.9155,2.1663
0.25991,2.5216,4.3025,2.4188,4.7924
0.6262,2.0708,3.9062,1.7076,0.85697
5.0592,1.1951,5.0711,2.0864,0.26724
3.2563,4.4116,3.8776,2.2494,3.9502
3.8493,2.7217,5.1835,3.3771,5.0686
2.9751,3.1073,2.4818,4.6724,5.1545
3.6374,3.2534,1.2443,4.7253,4.5254
3.8575,0.59963,2.8598,0.35551,4.88
5.9586,1.6834,2.9197,0.5252,1.2553
0.84321,2.1246,3.5836,4.2976,1.1837
2.9517,3.7563,1.8658,0.45077,4.6332
3.9517,1.8578,3.046,4.695,0.28869
0.15855,2.7969,4.9763,2.7294,1.4897
3.3642,5.001,1.2748,3.0643,2.8553
5.9541,2.5115,5.746,5.0774,0.83039
3.9674,5.4187,1.1127,2.7623,2.5301
1.147,1.5285,1.2146,3.8138,5.7364
3.4972,5.182,0.85716,4.7944,0.71932
3.1432,1.137,2.7666,4.9402,4.0167
1.3114,0.69436,3.4194,0.5521,5.2895
5.9502,5.8893,2.8216,1.5107,5.3803
2.3138,0.61851,1.9587,2.3257,3.573
2.8033,5.7712,3.2928,4.8461,3.0732
0.20187,3.5535,1.8838,3.0907,5.2664
5.2497,0.52744,1.2898,0.10164,0.48325
2.7943,0.2611,2.3366,2.6243,4.2548
0.16282,4.2289,1.9993,0.0062732,2.4398
3.1539,4.0833,5.3475,0.89062,5.8951
4.9966,1.6219,0.91418,4.8874,1.2208
4.4099,4.1251,0.69192,3.6753,2.8899
2.997,1.2631,0.75856,4.4421,3.3423
5.5217,4.9163,0.90204,1.0457,1.5681
1.6937,1.9128,3.0985,5.8433,1.844
4.5033,1.8162,1.8431,4.1767,1.8304
1.0837,0.93008,2.9359,3.2063,5.9723
3.5709,2.3068,0.1875,2.5567,2.2804
3.1047,1.9099,1.5039,3.9393,5.5929
5.7988,3.5257,2.8218,0.79146,3.4213
0.97673,4.9631,5.4315,0.31166,0.60269
1.8191,1.3619,4.1193,3.3513,5.3258
3.4182,2.2355,1.3246,5.4509,5.3231
0.41304,3.3777,3.6167,1.0482,0.56584
4.1054,2.0102,3.2294,5.4604,1.2401
1.1835,0.98192,0.85701,0.88988,2.6985
1.0206,1.6038,4.3327,1.9518,3.9698
3.156,2.9503,1.619,5.8833,1.2165
4.2294,3.9993,4.2435,5.7885,0.46688
0.69232,1.2501,2.8606,4.5011,2.3932
1.7638,3.5466,0.31087,1.8082,1.9892
4.8557,4.2379,2.0352,5.1931,0.56837
4.2796,1.2187,4.8083,4.4268,1.0569
1.3739,0.99642,0.068049,0.99914,3.3838
0.53298,4.0424,3.2838,1.8396,4.8105
5.146,3.3642,5.6618,2.1799,2.8317
1.6135,1.6805,4.6356,4.8893,5.1669
5.1825,3.1008,2.5015,4.276,0.16654
1.4307,3.1957,2.0567,2.6327,1.2584
0.42738,5.5349,3.1151,2.7925,4.9173
3.1461,0.6932,1.9424,5.1403,3.3411
5.7525,4.4754,5.9984,4.245,0.62386
1.1466,3.6552,1.97,2.7904,1.2518
4.6502,0.14309,1.0474,2.3886,1.8
0.096822,5.0685,4.0968,3.9787,0.55527
2.3801,0.99855,3.196,3.3853,3.3342
5.7399,4.7584,2.4968,0.80489,4.1517
3.0845,5.0488,3.5521,5.0218,2.5751
5.0021,4.4833,5.2785,4.0463,2.0621
5.7272,1.5254,1.6303,2.6593,5.932
5.005,3.9579,5.2583,0.8979,5.8233
4.941,0.90135,2.0207,2.7567,2.6982
2.0241,3.5921,0.035396,5.6983,5.9531
5.9578,0.51388,1.7272,2.923,3.6834
0.80912,0.9671,4.6245,0.79811,0.70855
1.939,3.2064,3.3058,5.5408,0.90983
2.4738,3.9916,3.737,2.3799,4.5745
5.3963,3.5118,1.0646,2.3332,2.6878
4.5737,4.5304,1.1713,5.3538,5.045
4.9511,3.0791,2.4317,2.3627,2.6583
5.431,1.9591,4.0621,3.2856,3.4411
5.0793,1.9871,2.5478,0.75392,4.3179
4.413,2.2088,4.6297,3.6779,3.7779
2.4292,1.578,1.526,0.67382,0.55285
4.0068,4.8755,2.1241,1.3983,5.9428
2.8279,3.4105,3.7894,0.63941,0.96358
3.7878,3.5754,4.2371,1.6809,5.4821
3.0432,0.91431,2.648,2.408,0.77531
5.5506,4.23,1.4273,1.4795,4.9471
2.3203,4.994,1.0922,4.8605,1.096
2.9211,0.65362,3.3861,2.9627,3.6443
2.7931,2.2392,1.5234,5.4718,1.5008
4.619,5.3022,0.91105,0.58639,2.2999
1.5714,4.0511,3.7527,0.18365,3.4687
5.6498,2.0559,5.7252,4.9089,5.92
1.0728,1.2482,3.1339,1.5474,1.39
3.4351,1.6092,5.7845,3.8357,3.9047
0.058274,0.85472,4.6639,5.2273,3.2712
1.2002,4.2869,2.9282,4.6664,4.2236
0.8416,5.8806,3.7197,0.25671,2.8704
